Member_number,Date,itemDescription
1018,15-04-2014,beverages
1390,04-09-2014,butter
1646,15-11-2014,beverages
1053,10-12-2014,other vegetables
1566,28-06-2014,other vegetables
4390,15-11-2014,margarine
4779,24-06-2014,specialty chocolate
4294,22-07-2014,rolls/buns
2939,02-11-2014,bottled water
1465,26-09-2014,pastry
1934,14-06-2014,pip fruit
2946,14-09-2014,cream cheese 
3643,26-09-2014,male cosmetics
3722,01-08-2014,syrup
4515,16-04-2014,yogurt
4572,27-06-2014,cat food
4398,17-08-2014,curd
3369,24-01-2014,specialty bar
1738,01-10-2014,yogurt
1283,22-05-2014,pork
1116,27-09-2014,brown bread
4136,16-03-2014,root vegetables
1066,15-05-2014,whole milk
2234,13-04-2014,newspapers
1509,09-07-2014,butter milk
4985,31-05-2014,whole milk
4989,11-08-2014,rolls/buns
3482,24-07-2014,brown bread
3220,02-01-2014,canned beer
1594,28-05-2014,specialty bar
4739,04-12-2014,onions
2107,30-12-2014,pip fruit
2543,18-11-2014,softener
3652,15-11-2014,frozen potato products
2164,05-02-2014,whole milk
4420,27-10-2014,coffee
1333,15-07-2014,UHT-milk
1055,05-08-2014,pork
2792,28-07-2014,pastry
2139,10-02-2014,other vegetables
4174,18-10-2014,whole milk
1073,21-03-2014,brown bread
3115,18-07-2014,sugar
4243,15-01-2014,napkins
2515,12-12-2014,bottled water
4214,10-07-2014,yogurt
4093,08-09-2014,citrus fruit
1317,19-05-2014,sausage
4061,03-05-2014,whole milk
1087,11-12-2014,coffee
4709,09-03-2014,beef
3670,08-05-2014,grapes
3713,22-01-2014,tropical fruit
4897,14-09-2014,hamburger meat
1361,07-12-2014,whole milk
4939,17-09-2014,margarine
4150,17-08-2014,root vegetables
4368,20-02-2014,salty snack
4933,28-11-2014,UHT-milk
1160,04-02-2014,yogurt
2330,08-10-2014,whole milk
3945,25-01-2014,pip fruit
1237,25-01-2014,butter milk
4302,26-11-2014,specialty bar
4020,01-12-2014,whole milk
1084,18-04-2014,pip fruit
1047,17-12-2014,pip fruit
1574,04-03-2014,white bread
4074,14-11-2014,herbs
1955,22-06-2014,soda
1622,24-06-2014,whole milk
1267,15-05-2014,butter
3253,26-06-2014,whole milk
2332,16-01-2014,rolls/buns
3181,25-04-2014,pastry
4374,18-08-2014,newspapers
4194,25-12-2014,frozen vegetables
4098,12-09-2014,tropical fruit
3808,28-03-2014,whipped/sour cream
3014,20-12-2014,tropical fruit
1094,11-03-2014,whole milk
4349,29-01-2014,rolls/buns
1557,10-12-2014,domestic eggs
4213,28-04-2014,other vegetables
2559,07-07-2014,other vegetables
1312,13-12-2014,hamburger meat
3426,21-10-2014,hard cheese
1648,31-10-2014,grapes
2617,16-11-2014,ham
4297,04-08-2014,margarine
2406,25-09-2014,butter
3030,19-11-2014,rolls/buns
2662,03-08-2014,sausage
3835,25-04-2014,soda
4633,13-02-2014,onions
3970,02-11-2014,berries
1723,02-09-2014,citrus fruit
2893,02-11-2014,hard cheese
4223,15-06-2014,whole milk
2221,21-06-2014,beef
1257,19-05-2014,frozen dessert
3825,27-01-2014,cream cheese 
2613,24-05-2014,domestic eggs
3498,01-07-2014,pip fruit
4258,24-06-2014,sausage
3081,14-04-2014,tropical fruit
3965,16-10-2014,sausage
4850,26-03-2014,red/blush wine
3437,25-04-2014,soda
1573,20-04-2014,tropical fruit
1169,02-05-2014,soda
4987,27-07-2014,rolls/buns
3011,16-08-2014,whipped/sour cream
2522,26-05-2014,pasta
4801,03-10-2014,misc. beverages
1509,28-05-2014,citrus fruit
1889,01-11-2014,whole milk
2450,29-11-2014,meat
1807,20-08-2014,finished products
4720,14-08-2014,rolls/buns
1310,13-04-2014,hard cheese
1339,03-01-2014,other vegetables
1256,07-11-2014,berries
4601,10-02-2014,other vegetables
1800,30-08-2014,whole milk
4679,23-01-2014,beef
1650,27-06-2014,cream cheese 
2360,26-07-2014,tropical fruit
2874,09-09-2015,butter
3556,30-09-2015,root vegetables
3255,24-05-2015,root vegetables
2521,14-12-2015,hard cheese
3220,14-10-2015,finished products
1381,06-03-2015,soda
4050,06-07-2015,butter
1872,29-01-2015,whole milk
4127,11-04-2015,butter
2833,14-08-2015,beef
2357,23-09-2015,shopping bags
2654,03-03-2015,root vegetables
4852,28-04-2015,spread cheese
2222,21-07-2015,other vegetables
2340,12-07-2015,berries
1987,15-10-2015,pork
3570,02-09-2015,other vegetables
1320,19-01-2015,pip fruit
2209,20-07-2015,tropical fruit
2500,30-03-2015,domestic eggs
3315,12-09-2015,whole milk
2548,16-11-2015,butter
4473,07-09-2015,pork
2271,16-06-2015,whole milk
4336,10-10-2015,rolls/buns
2763,01-02-2015,yogurt
2780,11-10-2015,other vegetables
2632,16-01-2015,rolls/buns
2568,20-08-2015,sugar
1729,23-07-2015,rolls/buns
3878,28-07-2015,pork
1225,26-03-2015,sliced cheese
1924,17-11-2015,rolls/buns
4335,10-06-2015,other vegetables
3182,12-03-2015,processed cheese
4303,23-08-2015,whole milk
3042,02-10-2015,canned beer
4493,29-10-2015,other vegetables
4194,07-02-2015,cream cheese 
3031,18-12-2015,fruit/vegetable juice
3891,03-07-2015,chicken
1062,16-04-2015,whole milk
2469,23-03-2015,rolls/buns
3719,03-09-2015,butter
3322,11-02-2015,fruit/vegetable juice
1336,10-03-2015,flour
1067,20-07-2015,tropical fruit
1998,15-05-2015,citrus fruit
1076,14-10-2015,whole milk
1992,02-08-2015,seasonal products
1261,21-05-2015,hard cheese
4409,15-01-2015,brown bread
3031,30-08-2015,bottled beer
2129,18-03-2015,pip fruit
1684,03-01-2015,whole milk
4240,18-09-2015,rolls/buns
2750,14-09-2015,whole milk
1379,13-07-2015,domestic eggs
4243,22-08-2015,root vegetables
2469,12-01-2015,pork
2346,17-09-2015,whole milk
2366,18-08-2015,yogurt
2374,23-06-2015,ham
1721,15-10-2015,rolls/buns
2877,10-04-2015,tropical fruit
3848,11-10-2015,butter
4344,01-03-2015,frozen meals
3475,10-06-2015,brown bread
3650,17-07-2015,curd
2318,16-01-2015,citrus fruit
1776,02-03-2015,grapes
3120,07-07-2015,berries
1194,13-05-2015,coffee
2089,17-04-2015,grapes
2095,06-04-2015,frozen meals
1736,29-08-2015,pickled vegetables
3718,12-07-2015,root vegetables
4950,22-04-2015,instant coffee
2481,24-11-2015,berries
1296,06-11-2015,root vegetables
2824,07-12-2015,tropical fruit
4852,29-06-2015,light bulbs
1648,27-02-2015,rolls/buns
3307,06-10-2015,yogurt
4259,24-06-2015,soda
2587,02-06-2015,pastry
4303,08-04-2015,specialty chocolate
1325,26-05-2015,long life bakery product
3351,14-10-2015,pork
1623,18-01-2015,ham
3119,20-02-2015,specialty bar
1211,24-05-2015,tropical fruit
4146,09-02-2015,packaged fruit/vegetables
1753,26-02-2015,other vegetables
4664,26-05-2015,root vegetables
3827,03-11-2015,frozen meals
1098,27-09-2015,frozen vegetables
4338,27-08-2015,tropical fruit
3712,20-12-2015,whole milk
1505,27-10-2015,canned beer
4478,02-08-2015,whole milk
4150,23-08-2015,brown bread
1118,25-12-2015,hair spray
2537,07-05-2015,other vegetables
1996,10-05-2015,roll products 
4267,13-09-2015,whole milk
4424,16-10-2015,ketchup
1948,06-05-2015,pet care
3495,01-02-2015,whole milk
2327,18-03-2015,bottled beer
3356,12-01-2015,whole milk
3926,23-03-2015,yogurt
4105,03-12-2015,curd
1884,05-08-2015,frozen potato products
4799,09-02-2015,sliced cheese
4915,18-09-2015,rolls/buns
2643,01-12-2015,coffee
3927,03-09-2015,other vegetables
2410,18-11-2015,hard cheese
1855,28-04-2015,canned beer
1245,02-03-2015,condensed milk
3138,19-04-2015,brown bread
1178,19-04-2015,ice cream
1870,05-09-2015,ice cream
4660,10-07-2015,dishes
3241,09-08-2015,root vegetables
4661,18-04-2015,flower (seeds)
2407,10-03-2015,citrus fruit
2440,19-06-2015,bottled beer
4634,15-05-2015,pork
4112,14-02-2015,curd
2428,21-08-2015,pasta
3604,14-03-2015,root vegetables
3671,03-08-2015,whole milk
2880,19-06-2015,bottled beer
3946,19-06-2015,berries
4495,20-06-2015,sliced cheese
3355,02-12-2015,napkins
3959,27-05-2015,pip fruit
1583,23-11-2015,pip fruit
3998,28-03-2015,hard cheese
4509,29-11-2015,beef
1008,03-10-2015,liquor (appetizer)
4894,23-12-2015,liquor
4252,10-04-2015,frozen potato products
3428,16-03-2015,cake bar
1988,08-09-2015,grapes
4662,19-10-2015,other vegetables
3165,27-11-2015,specialty chocolate
1920,16-02-2015,seasonal products
4157,04-01-2015,root vegetables
1945,30-04-2015,whole milk
4104,27-07-2015,whipped/sour cream
2865,14-05-2015,pork
4788,28-04-2015,butter milk
1903,25-01-2015,chicken
3578,16-05-2015,whole milk
2238,06-12-2015,butter
3671,11-10-2015,brown bread
3088,03-12-2015,whole milk
1832,17-04-2015,tropical fruit
4785,13-09-2015,tropical fruit
1322,19-10-2015,rolls/buns
4439,18-03-2015,ice cream
1698,26-06-2015,citrus fruit
3558,25-04-2015,soft cheese
3026,01-01-2015,tropical fruit
1127,15-10-2015,butter
4153,05-02-2015,hard cheese
4258,22-04-2015,whole milk
2582,14-11-2015,processed cheese
1466,01-12-2015,other vegetables
4185,16-01-2015,curd
1889,09-02-2015,long life bakery product
3396,14-05-2015,mayonnaise
3412,26-01-2015,other vegetables
3321,13-07-2015,coffee
3484,21-11-2015,whole milk
1937,17-10-2015,canned beer
2101,20-12-2015,frozen vegetables
4006,18-12-2015,butter
3732,18-07-2015,root vegetables
1276,28-04-2015,whole milk
4916,01-03-2015,hamburger meat
2040,06-04-2015,oil
2255,01-05-2015,cookware
1239,25-07-2015,yogurt
4992,20-06-2015,other vegetables
3225,12-06-2015,other vegetables
2421,21-11-2015,citrus fruit
3303,25-01-2015,citrus fruit
3455,13-09-2015,root vegetables
1484,07-10-2015,soda
3591,11-05-2015,citrus fruit
4613,17-05-2015,brown bread
1676,11-10-2015,whole milk
1259,21-11-2015,grapes
3930,12-07-2015,root vegetables
3995,26-06-2015,soda
1038,14-12-2015,whipped/sour cream
4794,06-09-2015,rolls/buns
3960,21-09-2015,whole milk
3077,05-01-2015,whole milk
1161,14-03-2015,yogurt
1800,16-04-2015,bottled water
1717,09-11-2015,rolls/buns
1888,06-06-2015,beef
2138,04-03-2015,white wine
1866,13-02-2015,specialty chocolate
4745,29-09-2015,rolls/buns
1269,12-09-2015,liquor
4721,15-06-2015,canned beer
2885,22-03-2015,whole milk
1435,24-04-2015,yogurt
1887,03-02-2015,condensed milk
4776,26-03-2015,bottled beer
4313,16-05-2015,berries
3545,28-08-2015,whipped/sour cream
2307,12-03-2015,grapes
1215,18-01-2015,other vegetables
1428,18-01-2015,pip fruit
4297,27-10-2015,citrus fruit
1812,14-10-2015,soft cheese
2217,02-12-2015,tropical fruit
2378,15-04-2015,pork
2397,23-06-2015,pip fruit
3419,20-08-2015,root vegetables
4131,29-03-2015,UHT-milk
2220,04-08-2015,soda
3870,21-03-2015,root vegetables
1483,14-06-2015,canned beer
3449,29-11-2015,soda
1959,13-12-2015,pastry
4825,17-01-2015,brown bread
3289,02-05-2015,curd
1256,29-08-2015,herbs
3369,23-03-2015,beef
2191,25-10-2015,whole milk
4645,06-12-2015,hamburger meat
3818,08-08-2015,sugar
3857,04-11-2015,whole milk
3651,31-07-2015,butter milk
3689,29-07-2015,whole milk
2361,03-10-2015,other vegetables
2513,15-12-2015,detergent
2110,29-07-2015,tropical fruit
4895,21-07-2015,whole milk
2756,31-07-2015,rolls/buns
1960,09-01-2015,rolls/buns
3924,29-10-2015,root vegetables
3020,27-08-2015,fruit/vegetable juice
4531,10-08-2015,brown bread
4901,14-02-2015,whole milk
3787,24-09-2015,pip fruit
3688,24-09-2015,tropical fruit
4717,10-04-2015,yogurt
2210,25-09-2015,whole milk
4152,29-05-2015,white bread
4507,18-06-2015,pastry
1118,13-05-2015,rolls/buns
4953,07-05-2015,whole milk
4417,21-01-2015,tropical fruit
2358,15-12-2015,chicken
3122,05-02-2015,sausage
3920,10-05-2015,margarine
4592,08-12-2015,pork
1326,09-11-2015,beef
3729,29-11-2015,specialty bar
2627,31-10-2015,other vegetables
3393,07-11-2015,pastry
4302,03-08-2015,instant coffee
1734,15-02-2015,whipped/sour cream
3635,26-02-2015,grapes
3232,18-12-2015,other vegetables
2805,18-04-2015,packaged fruit/vegetables
2214,19-01-2015,red/blush wine
4725,02-12-2015,whole milk
4975,02-11-2015,whole milk
3393,23-02-2015,onions
4456,08-08-2015,coffee
4744,29-08-2015,whole milk
1264,30-07-2015,other vegetables
3104,18-05-2015,yogurt
4966,25-01-2015,packaged fruit/vegetables
4183,15-01-2015,whole milk
3786,10-02-2015,pastry
3299,28-02-2015,bottled water
1656,07-07-2015,dessert
4753,05-03-2015,sugar
2857,18-04-2015,tropical fruit
3692,18-10-2015,processed cheese
2613,23-08-2015,semi-finished bread
3509,08-07-2015,pip fruit
3048,06-10-2015,rolls/buns
1160,21-08-2015,beef
2629,26-04-2015,whole milk
1444,06-06-2015,syrup
2578,01-12-2015,root vegetables
4184,28-06-2015,soda
3201,27-11-2015,berries
3311,02-05-2015,root vegetables
4294,08-01-2015,frozen vegetables
2283,18-01-2015,frozen meals
3325,07-11-2015,root vegetables
3621,02-11-2015,domestic eggs
1968,03-10-2015,whole milk
3717,01-04-2015,yogurt
4704,18-08-2015,hamburger meat
3904,11-05-2015,grapes
2336,07-10-2015,sparkling wine
3546,22-11-2015,other vegetables
3797,23-08-2015,tropical fruit
4607,15-12-2015,margarine
4522,18-05-2015,soda
4695,13-10-2015,brandy
4919,30-03-2015,hard cheese
3289,15-03-2015,yogurt
1200,26-09-2015,dessert
3789,06-09-2015,brandy
1289,08-11-2015,salty snack
2415,29-04-2015,coffee
1943,30-09-2015,whole milk
3685,26-08-2015,soda
3447,27-11-2015,ice cream
2164,08-10-2015,bottled water
4107,05-02-2015,frozen fish
2744,19-05-2015,soft cheese
1051,12-08-2015,soda
2087,09-04-2015,whole milk
1020,13-10-2015,spices
2443,12-01-2015,root vegetables
4911,07-01-2015,UHT-milk
3835,16-09-2015,whole milk
2363,22-05-2015,frozen meals
2344,19-04-2015,cream cheese 
3911,15-02-2015,dessert
1450,08-07-2015,bottled beer
3495,18-11-2015,sliced cheese
1625,27-11-2015,rolls/buns
3265,09-12-2015,chocolate
3247,01-11-2015,canned beer
1777,08-07-2015,butter milk
1862,05-09-2015,butter
2942,01-02-2015,brown bread
2932,22-01-2015,bottled beer
4049,01-08-2015,specialty chocolate
1954,06-08-2015,canned fish
2321,16-06-2015,domestic eggs
2930,23-03-2015,soda
3214,27-03-2015,canned beer
4877,20-06-2015,brown bread
1277,07-06-2015,yogurt
2239,13-12-2015,popcorn
4929,26-03-2015,bottled beer
1390,02-03-2015,other vegetables
1870,09-09-2015,soda
3405,03-04-2015,other vegetables
2338,08-12-2015,salty snack
2051,11-09-2015,long life bakery product
3504,06-07-2015,frozen meals
3405,13-04-2015,rolls/buns
2512,02-09-2015,pastry
4038,06-11-2015,bottled water
1759,26-09-2015,other vegetables
2813,01-10-2015,whole milk
3055,18-08-2015,other vegetables
1733,18-03-2015,salty snack
1913,18-08-2015,curd
4864,27-03-2015,tropical fruit
4812,27-05-2015,curd
3042,05-10-2015,UHT-milk
4988,04-10-2015,specialty bar
4486,21-07-2015,pork
4069,03-05-2015,pastry
4600,14-07-2015,whole milk
3588,05-05-2015,ketchup
4175,29-01-2015,frozen meals
2599,30-07-2015,nuts/prunes
4671,15-07-2015,root vegetables
2270,09-06-2015,seasonal products
2494,05-05-2015,soft cheese
1406,28-12-2015,bottled beer
3910,18-12-2015,rolls/buns
3358,21-02-2015,rolls/buns
1943,14-01-2015,cocoa drinks
1995,12-06-2015,root vegetables
4666,24-02-2015,margarine
1994,11-03-2015,whole milk
4892,09-01-2015,pork
3531,29-08-2015,dish cleaner
1148,15-04-2015,whole milk
1787,31-10-2015,chocolate
4215,31-05-2015,rolls/buns
2158,01-08-2015,whole milk
2510,29-09-2015,whole milk
3180,19-10-2015,rolls/buns
3207,08-08-2015,frozen potato products
1226,12-11-2015,specialty bar
1682,25-06-2015,whipped/sour cream
1509,04-11-2015,UHT-milk
2364,21-06-2015,rolls/buns
4679,10-11-2015,pip fruit
4324,05-01-2015,pastry
3497,14-06-2015,brown bread
1008,21-07-2015,yogurt
4572,29-10-2015,pastry
4030,04-07-2015,tropical fruit
2422,12-08-2015,tropical fruit
2694,24-11-2015,ham
3481,03-08-2015,root vegetables
3821,03-01-2015,pastry
3752,20-08-2015,sausage
3262,08-12-2015,bottled beer
1370,28-06-2015,white bread
1090,31-08-2015,specialty chocolate
3862,18-11-2015,dog food
4495,08-04-2015,sparkling wine
2492,01-11-2015,other vegetables
4688,01-08-2015,condensed milk
3633,14-07-2015,coffee
3709,08-08-2015,waffles
1220,09-02-2015,napkins
4236,25-11-2015,canned beer
3308,19-08-2015,whole milk
1183,12-06-2015,dessert
1999,24-08-2015,ice cream
4828,11-10-2015,canned beer
3608,12-10-2015,prosecco
3983,09-09-2015,berries
3460,24-07-2015,root vegetables
1703,21-02-2015,tropical fruit
3002,13-08-2015,frozen meals
4836,17-08-2015,ham
1561,05-06-2015,whole milk
4731,04-04-2015,yogurt
3812,13-11-2015,meat
2097,01-10-2015,yogurt
4986,28-01-2015,frozen vegetables
4742,15-11-2015,citrus fruit
2502,15-04-2015,salt
1135,10-07-2015,shopping bags
2403,14-02-2015,chocolate
4234,17-07-2015,domestic eggs
4068,11-12-2015,pip fruit
2311,30-06-2015,oil
1353,21-01-2015,butter milk
3251,05-07-2015,butter
1748,08-03-2015,roll products 
1638,12-03-2015,hard cheese
2170,10-02-2015,citrus fruit
3903,06-02-2015,hygiene articles
1245,27-06-2015,soda
3237,28-06-2015,butter milk
1808,21-07-2015,rolls/buns
2552,05-01-2015,tropical fruit
2300,19-09-2015,other vegetables
1187,12-12-2015,onions
3037,01-02-2015,other vegetables
4941,14-02-2015,citrus fruit
4501,08-05-2015,bottled water
3803,23-12-2015,citrus fruit
2762,20-03-2015,specialty bar
4119,12-02-2015,citrus fruit
1340,24-02-2015,rolls/buns
2193,14-04-2015,specialty chocolate
1997,21-07-2015,canned beer
4546,03-09-2015,waffles
4736,21-07-2015,soda
1959,30-03-2015,soft cheese
1974,03-05-2015,frozen meals
2421,02-09-2015,yogurt
1513,03-08-2015,napkins
1905,07-07-2015,seasonal products
2810,08-09-2015,curd
2867,12-11-2015,chicken
3962,18-09-2015,coffee
1088,30-11-2015,other vegetables
4976,17-07-2015,tropical fruit
4056,12-06-2015,liquor
3611,13-02-2015,domestic eggs
1420,14-01-2015,syrup
4286,08-03-2015,spread cheese
4918,27-01-2015,fruit/vegetable juice
4783,22-10-2015,bottled beer
3709,26-10-2015,other vegetables
4289,08-10-2015,other vegetables
1559,03-10-2015,napkins
2900,11-04-2015,dishes
1905,21-02-2015,sausage
3527,29-09-2015,frozen vegetables
1495,09-01-2015,specialty bar
3558,03-04-2015,red/blush wine
3128,20-04-2015,specialty bar
1863,04-08-2015,cream cheese 
3841,19-07-2015,whole milk
3903,06-10-2015,rolls/buns
2658,16-10-2015,yogurt
4272,06-06-2015,grapes
1120,26-09-2015,rice
2676,15-08-2015,whipped/sour cream
1697,21-05-2015,frozen vegetables
2507,25-08-2015,soda
4620,11-03-2015,other vegetables
3365,01-02-2015,whole milk
2978,05-06-2015,condensed milk
2910,28-07-2015,frozen meals
1061,05-09-2015,root vegetables
3276,03-04-2015,sausage
1326,19-06-2015,ham
3023,28-07-2015,bottled beer
2185,11-10-2015,canned beer
3552,16-06-2015,tropical fruit
1967,20-01-2015,brown bread
4708,20-03-2015,butter
2874,15-02-2015,onions
4177,13-04-2015,grapes
1663,07-02-2015,butter
2632,02-03-2015,root vegetables
1377,14-03-2015,herbs
4162,22-12-2015,yogurt
2270,01-07-2015,misc. beverages
4829,03-11-2015,pip fruit
3811,14-04-2015,soda
4766,29-09-2015,bottled beer
2436,12-04-2015,other vegetables
3860,05-05-2015,bottled beer
4875,12-05-2015,brown bread
1587,01-07-2015,yogurt
4038,08-07-2015,salty snack
4750,21-09-2015,butter
1199,10-12-2015,flour
1603,30-09-2015,whipped/sour cream
3111,31-01-2015,rolls/buns
3894,13-12-2015,cream cheese 
1456,18-09-2015,frozen vegetables
2022,04-03-2015,sugar
2505,30-11-2015,processed cheese
4851,20-12-2015,pip fruit
4293,04-08-2015,bottled water
2775,06-11-2015,whole milk
3693,18-02-2015,beef
1202,22-07-2015,root vegetables
3699,23-08-2015,beef
4152,15-04-2015,whole milk
4155,26-01-2015,herbs
4010,29-12-2015,yogurt
4389,20-10-2015,shopping bags
3746,17-08-2015,newspapers
2560,17-05-2015,other vegetables
1503,25-07-2015,meat
2555,23-12-2015,yogurt
3645,12-12-2015,citrus fruit
3886,11-09-2015,citrus fruit
2932,20-03-2015,detergent
1711,18-06-2015,hamburger meat
4291,08-12-2015,soda
1143,25-04-2015,whole milk
4564,08-07-2015,whole milk
3337,14-05-2015,citrus fruit
4931,04-05-2015,butter
2623,10-10-2015,rolls/buns
4581,03-04-2015,soda
2635,11-06-2015,tropical fruit
1095,30-10-2015,pork
2990,23-05-2015,rolls/buns
2426,05-06-2015,cream cheese 
4555,07-11-2015,yogurt
3635,04-09-2015,yogurt
3058,18-05-2015,butter
4391,26-03-2015,soda
1306,23-06-2015,rolls/buns
1024,10-08-2015,tropical fruit
1295,23-07-2015,processed cheese
1661,01-06-2015,sliced cheese
4591,15-05-2015,rolls/buns
3169,14-06-2015,UHT-milk
3915,21-05-2015,other vegetables
1127,14-01-2015,shopping bags
4828,08-08-2015,dessert
3683,10-06-2015,root vegetables
1971,18-09-2015,bottled water
3014,11-11-2015,bottled water
3779,15-09-2015,tropical fruit
2489,04-05-2015,rolls/buns
3564,27-06-2015,onions
4092,30-09-2015,tropical fruit
3221,13-01-2015,hamburger meat
1279,06-09-2015,sausage
2581,22-08-2015,citrus fruit
2295,25-02-2015,pastry
4760,22-02-2015,whole milk
3649,16-01-2015,bottled beer
1075,19-11-2015,bottled water
